scrape,city,category,title,text
summer,Toronto,m4m,hot uncut guy at goodlife aurora - m4m,"you were taking a shower at around 230 PM monday june 15  and when youre done and drying up you opened your curtain shower exposing your uncut meat. we made eye contact, but im not sure how far this can go. you sport a shaved head  and some cool tats.but the sight of your uncut cock, made my straight cock twitched.this is long shot, but hope to hear from you, i usually take shower and the sauna from 225 to 240 PM"
summer,Toronto,m4w,hey Emma :) - m4w,"hey Emma, you are a sweet girl... if you also felt something let me know...and tell me who I am... we also talk a bit in the elevator :)"
summer,Toronto,m4w,you were watering the flowers :) - m4w,just want you to know you are very beautiful...you were watering the flowers and I just couldn't take off my eyes from you...very hot and beautiful lady...xoxo :)
summer,Toronto,w4m,want to talk to you - w4m,"You work for PUROLATOR and you are temporarily delivering to my work for 2 weeks because the other guy is on vacation.You are Brazilian, dark hair, light eyes, have an adorable accent.We have brief conversations because we are surrounded by other employees and I always feel awkward asking you for your number. If it's you, email me.I think you're good looking and you seem to have a good heart."
summer,Toronto,m4w,"Lf graceful mature at Winners, Lair drive location - m4w","This past Sunday we saw at winners, lair drive & Eglinton location. We met at the home and kitchen section. We crossed few words but then my friends came and you continued looking around. If I could know your name and see you again it'd be great.You had a beautiful dress and gorgeous silver hair.Email me :)"
summer,Toronto,m4m,Starbucks - Trafalgar and Hwy 5 - m4m,"I came in today around 8:30; you were already there on your computer.  I walked by and we said hi with our eyes.  I walked outside and sat there to do work.  I was watching you the whole time....If you are interested, tell me what I was wearing."
summer,Toronto,m4w,Beautiful pregnant woman in the park - m4w,"Hi,A shot in the dark but we spoke briefly last week in the park, you were there with your dog who you had to go and keep from running away a couple of times.You're so incredibly beautiful I'd love to re-connect.Hoping to hear from you :-)"
summer,Toronto,m4m,"yorkville coffee shop, blue eyed man - m4m","Yorkville coffee shop, blue eyed man - m4m (Coffee shop patio)Just cruised with you, and i guess we were too shy. u had blue eyes, black shirt, sitting outside with your computer. Around 12:30So if you see this, tell me how i look like :D Would be nice to hang out."
summer,Toronto,m4w,"F____a, at Starbucks - m4w","I strongly hesitated about posting this, mainly because you seem so much younger than me. You're likely 2nd or 3rd year University, and I'm 26. Compound that with the fact that I'm a taken man, and it's a serious recipe for trouble.However, I come into your work every weekday morning between 7:30 and 8:30 AM for a drink on my way to work. I come in after work, as well, from time to time and sometimes see you there.I'd be lying if I said that I came in only because I'm addicted to caffeine. The sad truth is that I have an astonishingly beautiful woman at home, who is the most lazy person I 've ever met. I have to look after her (clean her dishes, do her laundry, pay the bills, clean up after her, wait on her) the same way a parent does, and you're the breath of fresh air that makes my day worth while. I still care greatly for my girlfriend, and I don't want to break up with her because I feel like she needs someone to slowly wake her up to reality, but the truth is that I'd give anything to date someone that seems half as bubbly, funny, cute, and responsible as you.I'll keep coming by, but I likely won't say anything, or ever make a move.I just wanted you to know that you're admired and you make someones day, every day."
summer,Toronto,m4m,We went to upgrading together - m4m,We went to upgrading together and used to smoke weed behind the trees but we lost touch. We saw each other again at the Oshawa DMV a few years ago and I didn't recognize you until you told me. I forgot to ask you for your number or give you mine. Hope you see this and we can get in touch again.
summer,Toronto,m4w,2 girls smoking weed at humber bay - m4w,"Hey, you two were really captivating my attention today.  Id love to hang sometime,plus i got weed too."
summer,Toronto,m4w,Swiss Chalet North Whitby - m4w,You were sitting with 2 younger girls and a Man.  I am assuming Father's Day Dinner.  You didn't have a ring on.  I caught you looking and our eyes met more than once.  He's a lucky man.
summer,Toronto,m4m,Purple t-shirt guy on subway with dried paint on skin - m4m,"On Sunday we were both on the Yonge Line subway train together. We exchanged quite a few looks, and I'm wishing I'd said hi. You ended up getting off at Eglinton station around 2:30 pm. You're white, blonde/brown hair, wearing a purple t-shirt and had what I think was dried paint splatters on your skin. Looked like maybe you just came from doing some painting. I'm Asian, was wearing a black and white stripped tank top.Would love to get together sometime."
summer,Toronto,m4w,continental Buffet - Sun June 21 - m4w,"I know it's a long shot but we were sitting across and kept seeing each other. I wish I had an opportunity to get your number.  You left restaurant in a Honda civic I guess.  will be lucky if you see this and reply back although chances are slim:)"
summer,Toronto,m4w,my dear LC - m4w,"Two years ago i said those two words to you that i truely meant and still doThis time of year really makes me want you back in my arms where you should be.If we were still together im sure this Christmas i would have proposed to you because all i ever wanted was for you to be my wife.Love forever always JT."
summer,Toronto,m4w,Girl with tiny dog named Lilly at Bellwoods - m4w,"You had this adorable tiny dog named Lilly who caught my friend's eye as we were leaving Trinity Bellwoods Sunday evening. You also had a tiny tennis ball to match your tiny dog. I was the guy with the yellow hat, joking about how my friend is better off getting a dog than a baby if she wants something adorable. She thought your dog fit that bill. I was more of a mind that you did."
summer,Toronto,m4w,Muzik Pool Bar - Cute Ottawa Girl - m4w,Hey... We were chatting while I was in the pool on Sunday.  We joked about your useless post grad and I promised i take you out and show you the city.  I then got tied up with my friends.  But we should still go out and judge people together.  Message me if somehow this gets to you
summer,Toronto,m4m,Backyard BBQ Stares - m4m,"Attended a BBQ yesterday. You came with your black girlfriend. I kept staring at you in your wifebeater. Said hello and chatted a few minutes. You're damn hot and would love to see you again 1 on 1. If this is you, who's bbq were we at?"
summer,Toronto,m4w,Petro Canada this morning - m4w,"We were filling up at the Petro Canada on Royal Windsor and Ford. You were wearing a sundress with no bra, you looked delicious!! I would love to get under that dress and taste your sweet kitty. Tell me what I said to you and what you were driving so I know it's you."
summer,Toronto,m4mw,Mythlai and siva - m4mw,"Med built,looking mythalei and siva.shiri lankan cpl, siva i lost ur phone and my phone changed too.i its long time i just guess might u come here too."
summer,Toronto,m4w,"blonde, starbuck mornings, dundee towers - m4w","tallish blonde,  hmm  5.10  possibly in your early 40s( i can never tell how old a woman is)pretty sure you;re attached, butits always so nice to see you in the mornings      nice smile    great legs  , i find you very attractivejust sayinghaven't seen you lately>>"
summer,Toronto,w4w,Re:Re: Never Wanted To Let Me Go? - w4w,"Feel good memories? Love, miss and adore from afar? Those are very sweet words, but I do believe you have me mistaken for someone else. The one I am referring to is still playing games, though I cannot fathom why, except for reasons that would be opposite to what you said. I hope whoever you meant that for actually reads and realizes how you feel."
summer,Toronto,m4w,Gorgeous blonde. - m4w,"Hey. Doubt you will see this, but figured it might be worth a shot. Saw you lastnight at Michelle's billiards in whitby. Blue tank top, blue jays hat , with long blonde hair. You are absolutely gorgeous. I was trying to make it outside to have a smoke with you but couldn't get away from my stage 13 clinger. Would love to get together for a drink , maybe a jays game ??? If you see this please tell me who you showed up with. Would like to get to know you. :)"
summer,Toronto,m4m,Yorkdale Mall Saturday Afternoon - smiles at the food court - m4m,"Looking for the cute guy who exchanged smiles back-and-fourth with my bf and I at Yorkdale Mall this Saturday afternoon - June 20th.You are a very cute white guy, probably in your 20's, wearing a blue blazer with a killer smile and nice hair cut.There were 2 of us and we first noticed you on the escalators to the food court (we were going up, you were coming down). We later saw you in the bathroom line where we exchanged smiles again. Then you came back when we were grabbing our food and we exchanged smiles again(!) before you headed back down with 2 bottles of juice.Anyway, we both thought you are adorable and would love to connect. We should obviously have approached you right there and then but it was just not the right time and place for us that day. Hope this one works out!Get back to me through here with some info about us/our encounter or a pic so we know it's legit.Would love to hear from you."
summer,Toronto,m4m,Liberty village goodlife sauna - m4m,"We had fun last week. It was around 12pmI asked you how big your cock was. You said to go to your place as you wanted to fuck me, however I had to go.You asked me to leave a message here so we could connect.Message me."
summer,Toronto,m4w,MOVIES UNDER THE STARS - m4w,"I was in line getting popcorn, you walked up and told the lady that was given the popcorn out your hubby was just her and just got 2 but why. She told you its just two each so you asked me if you can get in line and you got behind me, you rubbed my back and said you ok that I get in her my hubby was just here and just got 2 popcorn.I love that you rubber my back I wish that I asked you your name and chatted with you to get to know more about you. Email me if and when you read this :)"
summer,Toronto,m4w,reality works.... parallel i need not spell - m4w,"TImid thoughts seemed suggGESTIvely severe  could it END Where it  DID start ...what i never knew WAS thereSO THEn it HAppened and i saw what IT would noteasily wEAR...CLOTHES HAVE FallEN.. closets BE wARNED.. som CANT FEEL beyond ALL THEY SCORNnOT awake to be botherED... nOT THE CAPABILITYno need to SIREN.... ITS TOO BUSY WITH ITS OWN admiri===ingTHORN...u pricklecopY.. flip me overWIPE it cleanTO erase it all ...i wouldtHEN IT SEEMED SO SIMPLE STAYING i shOULDinVISIBLY seenA damaGE pneuma unmoved a forged SMILE burnished from repairANY OTHER by another... the CLOSER it followed the closer it was afflictedtouch it not BETTER IN deja vushe not  knows... she can only see her toes|life is PRECiOUS but IF U can tu..serve it  like food, let it fill you full be DRUNk wITH unfuLfiLLED LIES  VOMIT.. PRETENding to accept peculiar emotioNssL o o KiNg IN DETAILSEE the conclusionto a self created, very disturbed ..... illUSION"
summer,Toronto,m4w,Sharon from Trunks at Bell Simcoe Street - m4w,"You were always ""Perfect"" to me. Missed you since I moved to LA...I wanted to put you in my movie..I remember every scene perfectly. I miss our meetings and lunch, I guess you knew about SNL.lets talk...lunch?"
summer,Toronto,m4m,sitting on the patio - m4m,"sexy guy with tats sitting on the patio at Omonia on the Danforth....would enjoy sharing a beer (and more!!) some time.  Admirer waiting outside restaurant around 10pm Sunday...wearing plaid shirt, later walking by with my friend.  You and I, we checked each other out a couple of times!!!"
summer,Toronto,m4w,Cute girl at Reel Big Fish and Less Than Jake - m4w,"Just wondering if there's any cute girls that thought they had a missed connection with guy at the Reel Big Fish and Less Than Jake show. Would love to meet a girl to enjoy punk/ska and skank the night away with :)Awesome show!!"
summer,Toronto,m4w,Dear Madam I A L - m4w,"Dear Madame,Words can not express, pictures can not show how much I feel and care for you. I desire no other. Wether you acknowledge it or not, you hold my heart. Not a day goes by that I don't hope and pray that you will realize the value of my love and allow me the opportunity to be a part of your life. I am sure with such a firm foundation there is no issues that we can not sort through. You can deny us, but regardless I am forever yours,Consort"
summer,Toronto,m4w,See you every Tuesday for Work - m4w,"Not sure what you are up to or want, You have your friends watching me, you following my every move on facebook.  But keep pushing you have a man.  You need to get honest with yourself and stop listening to your friends. Make a decision either way and stop playing your games"
summer,Toronto,w4m,Drunken Irishman on Yonge - w4m,"You're from County Meath and I walked you to Macpherson. I hope you got home okay!You owe me a pint!"
summer,Toronto,m4w,Just talk & text - m4w,Hi just looking to meet new ppl & chat I'm married & I stay home down dad & can be boring at times so just wanna chat about anything & everything. I have a thing for women's feet so if that's something u wanna talk about message me back. Women only plz
summer,Toronto,m4w,Please remember.... - m4w,"Please remember that a lovely evening may always happen... Destiny one day.....There are many evenings that I have thought of you and wondered why this path is still nowhere near where I wished we would be...But faith has a way to making our journey obviously stubborn because when we go so far out of our way, we just don't want to give up when the urge to continue still exists within us.That is the power of keeping the dream alive despite the challenges lying ahead. There could be many rainstorms on the forefront but sooner or later, the sunshine will penetrate into your dreams to making the journey a reality. Nothing comes easy when its worth is priceless..it takes a lot of hard work and commitment. May our prayers be answered for both of us...Shall we both be showered with the warmth of love, good health, peace and happiness within.Please remember you are dearly missed as well.Have a wonderful summer ahead..."
summer,Toronto,m4m,to the really muscular guy on st.clair stn today - m4m,this morning we were riding the same street car and when we got off we looked at each other. we went down the same way until we went opposite sides. let me know what you were wearing if this was you and what time
summer,Toronto,m4w,Tall/Short brown haired girl got off at CHESTER subway - m4w,"It was Sunday evening, June 21, around 7 or 715 PM. We both got on the front of the train at Yonge and Bloor. You were kind of tall, short brown hair, several ear piercings, and had a grey sweater on. I had a bright orange/red shirt and wore glasses. I wanted to give you my seat as soon as I sat down, but I was too shy and froze, so I just sat there.. I saw you getting ready to get off at Chester, and I wanted to get off as well and introduce myself to you, exchange names, and tell you that I thought you were the most beautiful girl I had ever seen in my life.. You were truly breathtaking.. Cold feet got the best of me, yet again.. If you by chance come across this, I'd love to take you out and get to know you."
summer,Toronto,m4w,VIA to Guelph (Jun.20) - m4w,"I was sitting at Union, way to early for my train. You were just catching yours to Guelph at 5:30pm and asked me where to go. I doubt you'll see this...But you were absolutely gorgeous. You were wearing a leafs hat and a very cute black shirt. I assume you found your way ok.Cheers :)"
summer,Toronto,m4w,lisbon by night - m4w,"I was there for dinner with my wife and kids. You were our server, I wore a red shirt. I know this might sound nuts, but you eyes were so amazing and you smile just won me over. I would like to be your best friend. Send me a message with how much we tipped you and I will send back my cell number. Really hope to hear from you."
summer,Toronto,m4w,STC redhead - m4w,"Made eye contact a few times. You had a blue/brown bag and wore socks with addidas sandals. University sweater? 7:30pm ishI was with my sisters so I couldnt say Hi but i saw you took our spot when we left. Just wanna let you know your beautiful and i found you highly attractive.P.s Smile more. :D"
summer,Toronto,m4w,Jays game 21st - m4w,"I was in the row behind and to your left, you kept looking back after you noticed me at the end of the game."
summer,Toronto,m4w,Cute goth chick on westbound subway ~630pm - m4w,"I don't usually do shit like this, but hey, can't hurt can it?You: Cute tatted girl with a goth vibe, chest tattoo, septum piercing and an IDGAF attitude Me: Blonde, blue eyed guy standing and trying to make a call inbetween stationsYou look interesting so I'd like to buy you a coffee and have a chat about global affairs"
summer,Toronto,m4w,Saturday Bus stop Tattooed Vixen with red top Diamond Hat - m4w,Taking a long shot here! I found you super hot and wanted ask you more then what I asked you. for obvious reasons I could not.... everything about you fired me up and I would love to hook up with you if your interested.
summer,Toronto,m4w,Tatted Goddess - m4w,"You work at the new Community Center on Forest Manor. I see you come and go for your shifts. You have artwork on your stomach and thigh. I must say,you're one of the most beautiful women I've ever laid my eyes on. I'm one of the guys who built the place. There doing the finishing touches. I want so bad to say hi,get to know you. Yet I'm shy for some reason. Hopefully this finds you,and I hear from you. Reply with what thigh your artwork is on,and what you were wearing Friday"
summer,Toronto,m4m,i was too shy - m4m,"you were probably one of the most gorgeous guy ive ever seenyou had dark hair and amazing eyes wearing a plaid shirt and jeansi was way too shy to approach you, but i have a feeling you were waiting for me to i doubt ill find you but i have hope"
summer,Toronto,m4w,COPACABANA GIRL - m4w,"You - Putting out the patio cushions. Brightest smile. Naturally pretty. Me - Drinking coffee, grey shirt, glasses and beard. Said hello and you flashed me a blushed smile. I was in a rush and wish I wasnt. I could tell you wished the same. Long shot. But you might see this"
summer,Toronto,m4m,GYM N.E. Toronto This Morning Sun Jun 21 - m4m,"You were the cute dude who was beside me at the showers. Later you zoomed off in your snazzy wheels. Just wanted to say thanks for the very flattering attention - and your discretion. You said you'd never heard of Craigslist but with any luck you will find this.Was really flattered because that *seriously* *never* happens to me. Probably that was a one-off for you, which is cool - still flattered here :-)  But if you ever want to talk/meet/whatever further, feel free to drop me a line and tell me the make, model and colour of your vehicle. That's how I will know it was you ;-)"
summer,Toronto,m4m,Dancing in Crews and Tangos - m4m,"You were dancing in front of me on Crews and Tangos dance floor, you are short, fit, bearded, glasses, hairy chest, you were wearing tie... I want to meet up with you, I'm a latin guy who was wearing a tank with blond hair... Actually the drag queen took you up to the stage for a while... That was yesterday saturday 20th june at night..."
summer,Toronto,m4m,Young Security guy on Pape and Cosburn - m4m,"I saw you 2 am heading home from workI would Love to meet for a coffeeI see you many times I  would Love to meet Very Discreet Stay Between us"
summer,Toronto,m4w,We met in Timmies late - m4w,"I'm looking for the beautiful blonde who I met in Timmies downtown, I turned and spilled my coffee on you.You where really nice about it, you laughed, I helped you clean up, and I bought you a hot chocolate and gave you a ride home.You asked me in, we got along.The problem is, I think I left my wallet at your place, and I think the condom broke, can you call me please.Thank you."
summer,Toronto,m4w,looking for old friends - m4w,"I'm looking for a woman who called herself Jamie. Back in 1994-6 she used to hang around River St.We used to enjoy each others company, she was really nice. She was a drug user, but she was a nice person. If you know her please get in touch.Also, around the same time there used to be a girl calling herself sunshine, blonde and attractive, she had a young friend, last I heard she was pregnant, please contact me if you know who I am talking about.Thank you"
summer,Toronto,m4w,Looking for some old friends from years ago - m4w,"Looking for some old friends from years ago (downtown/River st)I'm looking for a woman who called herself Jamie. Back in 1994-6 she used to hang around River St.We used to enjoy each others company, she was really nice. She was a drug user, but she was a nice person. If you know her please get in touch.Also, around the same time there used to be a girl calling herself sunshine, blonde and attractive, she had a young friend, last I heard she was pregnant, please contact me if you know who I am talking about."
summer,Toronto,m4w,C - m4w,Please call me tonight.  It's been forever and I want to see you again before its too late !
summer,Toronto,w4m,The notorious Chinese wall - w4m,"You, ruler of my soul, have toyed with a metaphysical concept involving active experimentation:* Visually: narrating entire stories, in theory, conceptually, with serenity; however, you don't believe in any of it. It's like Ebenezer Scrooge being visited by the Ghost of Christmas Past only to wake up - alone - in your unlit room, realizing that all you want to do is get out and away from the tormenting darkness that has descended upon the city.* Physically: taking advantage of experience or lack thereof, searching for habitual patters to engage yourself in an emotionally satisfying bond that does not always extend beyond the surface of the skin. You test for compatibility and try to correlate infatuated fantasies with kinesthetic realities. Knowledge of schedule is of the utmost importance because that allows you to be in control rather than feeling rejected and insecure.* Auditory: you spread gossip amongst your friends, most being quite untrue and a grotesque exaggeration that you fabricated in your own mind. You've convinced yourself that people will believe you because you are sure that you are not schizophrenic and have a reputation to preserve. You insist that you know the truth, but when was the last time you acquired physical evidence for your accusations?You are on the other side of the Chinese wall, and only you can decide that this is only a mainstream psychological concept instilled into us by the rejection of supernatural concepts that are seen as nothing more than mere fictional manifestations in a cold and harsh world where pragmatism always produces sound results over idealism."
summer,Toronto,w4m,PB I Miss You Too Much - w4m,"I never should have let you go. I hope you know that I'll regret letting you out of my life forever. Friends don't make-out and screw, but we always do, but when it comes to being in a relationship you said you'd never go down that route again. It's too bad. We were great together for the whole eight years. I guess when we're dead and in heaven we'll meet again. I feel like no matter who we end up with we're the ones who are destined to be together. I used to have spaces in my heart for other people but now that you're gone, you've filled up those crevices as well. It's like the loneliness and heart break was the only thing missing from our relationship and now that I have it I realized that you're perfect. The only one for me. I'm sorry I messed things up. You'll probably never read this but I had to send it out. I miss you a lot."
summer,Toronto,m4w,Cute Persian girl at Canada's Wonderland - m4w,"You were at Wonderland with your dad and siblings. You were beautiful and perfect all around ;)I was the cute guy with the beard, standing in line with a friend at Lazy River a couple of people behind you. Tell me what colour your bathing suit is and I'll know it's you"
summer,Toronto,m4w,K.C - m4w,"Gal i used to work with few years back....finally am going to etch it down quietly out loud.....I've always adored you.  Want to hold your hand...futile notion...but still...m free to imagine,right.....keep sweet..that's easy for you.J"
summer,Toronto,m4w,Roti on Dupont - m4w,"You were the blonde in black sitting with your friend. Just to let you know I think you are very sexy, and I wouldn't mind seeing you - being your passionate secret."
summer,Toronto,m4w,I know you read this - m4w,"I know you read this. I feel like you read this for me. I love you but I am not able to give you want you need, emotional and material. You seem like the type attracted to lost souls. I love your glasses. Your radiant colours which cause one to be taken back by them. Your strong personality. Your smile!I want to tell you this in person but it's odd -- isn't it?"
summer,Toronto,m4w,Bette Midler Concert - m4w,"I've never done this before, but there was a beautiful young lady at the concert. I saw you before the show began It was maybe around 730 I was waiting for my friend to come out of the bathroom. You were maybe 20-25 and with two other females (possibly your mother and her friend). You had short wavy brown hair. Perfect make up. Dark green baggy pants. We made eye contact once or twice. Me: Tall, slim, wearing a blue suit, no tie, and white shirt. I was holding a VIP bag and I stood against the wall and was mesmerized by you. I doubt you will see this, but it;s worth the shot.Location: in the concession lobby on thee ground level..."
summer,Toronto,m4m,"Older, Handsome Gentleman living on the 7th Floor of 30 Hayden Stret - m4m","You are an older gentleman with white, close cropped hair, you live on the 7th floor of 30 Hayden Street  on the end toward the Xerox Building (west end of the building) Your balcony overlooks the inside courtyard. You are sizzling hot. Not sure if you are into men, but if you are, \I would like to get to know you. If I am lucky enough for you to see this, tell me what you keep on your balcony so I know it is you."
summer,Toronto,m4w,drake underground friday - m4w,Lovely chat...I think your name was Marlowe.  Me....tall guy that said hi when you were with your friend at back bar. Would love a chance to connect
summer,Toronto,mm4mm,J & D - mm4mm,"You are a really attractive couple, living around Davenport and Avenue Rd.  I know this is a long shot, but it would be fun to connect. Shoot some emails back and forth and hang out.Hope you see this."
summer,Toronto,m4w,Flight from Dubai-Bangkok 4-19/20 - m4w,"We chatted on the plane and im kicking myself in the ass for not getting your contact info,id love to visit Toronto sometime and im sure you would make a great tourguide!!"
summer,Toronto,m4w,Redhead on Subway westbound 9:45PM - m4w,"We caught eyes in the window reflection as you were tieing up your hair. I wanted to initiate a conversation but had someone napping on my shoulder. Hopefully you see this, maybe we could grab a bite sometime."
summer,Toronto,m4w,Walk on by - m4w,"Around 5pm, You were walking south on Palmerston towards college. I was walking north and on the other side of the street. I'd love for the two points meet."
summer,Toronto,m4w,Blonde in denim jacket with white converse at Tim Hortons - m4w,"Hey, I really doubt that this will lead me to you, but it's probably the only thing I can do and I'm trying. It was earlier tonight (late Saturday night or early Sunday morning) around 3ish am after most party people finished the night and about to head home. I walked out from Tim Horton's at King and Bathurst, saw you sitting alone outside grabbing a bite, and noticed how your outfit was on point. From what I remembered, you were in a denim jacket, probably grey cotton dress(?), and a pair of white converse. You are a gorgeous blonde white girl and beautiful skin tone with tan. I wasn't so sure because it was dark and I couldn't really stare at you out of my shyness. So I walked past you and sat down on the other side of stairs, and seconds later walked past you again to enter Tim Horton's to grab some napkins because my XL coffee spilled lol. I came back to where I was sitting and smoked a cigarette. Sorry if the smoke got you while you were eating, I hope you didn't mind. I'm the tall and slim Asian guy with black hair and glasses, also with my white ear buds on. Denim shirt and dark charcoal pants with a pair of white sneakers. I fell like there were a few subtle glances exchanged and maybe some connections between us. I was too shy to walk up to you and initiate a conversion. I regretted not talking to you so much as soon as I eyed you crossed the street and hopped on a cab in front of a condo. If it was my misunderstanding, never mind. But if you did notice me and felt the same way as I did, please get back to me. I'd totally love to see you again and perhaps grab a coffee with you anytime!! Sorry in advance for my lengthy message, as it's my first time and I'm aware that chances are so slim... anyways, I hope a miracle does indeed exist. Cheers"
summer,Toronto,m4w,Traffic Control Person (Vaughan) - m4w,"Barbara, hope you are feeling better.  Had a great time chatting.   Hoped to chat some more, but work got in the wayHope to see you again sometime soonCoolio is my word.  CheersM"
summer,Toronto,w4m,Guy on GOtrain to Union who liked my spacers/showed me to the elevator - w4m,"Bit of a long shot, but I've been kicking myself about this. You caught me right before I left the train and we talked about our spaced ears for a bit. You showed me to the elevator, got on the same subway as me, and off at the same stop. Chatted a bit, smiled more, but I wasn't sure if you were just being nice or flirting with me! When you got off the subway, you opted to exit through the same doors as me. I thought you were behind me and intended on asking for your number, but I didn't see you anymore. Siiggghhhh. But yeah, I have a bunch of tattoos, some piercings and short black hair, and was wearing my glasses most of the time we spoke."
summer,Toronto,m4w,Have with us - m4w,"I think you should come and fun with us. We're safe and fun.Not interested in lots of back and forths. We can supply all the favours.  The while thing is actually a little complicated, but I trust everything can be worked out."
summer,Toronto,m4w,I was your uber driver - m4w,"If you think this could be you, tell me the colour of my car! I was too chicken to ask for your number! You were 18"
summer,Toronto,m4w,Cute girl Bloor Danforth subway tonight. - m4w,"You were wearing a green sweater and a brown floral dress, and had big can earphones on. You got it n the east bound train west of the city, we exchanged smiles and quite ""hellos"" when you got on. You sat next to the guards cab and we exchanged a quick convo before you left, getting off at Young. I was about to give you my number but you got swallowed up in the crowd. If you think you know who I am, message me with what we said before you got off."
summer,Toronto,m4w,I was your uber driver - m4w,I picked three of you up from Kipling station and dropped you all off at different locations in mississauga! Reply to me with the colour of my car if you want to connect
summer,Toronto,m4m,Shared a cab on our way home - m4m,"I introduced myself to you because I just want know your name. Your name is Carter and we shared a cab tonight at around 2 am. You are a beautiful person and I'd like to get to know you more. If you read this, reply to this e-mail and we might go for some lunch or dinner. xoxoCheers"
summer,Toronto,m4w,Bell - m4w,"Bell! Where are you? I think it's time to dance again. It's a beautiful night out there.Write me please.P"
summer,Toronto,m4w,Hi Alyssa (sp?) - m4w,"The tres leches cake was delicious. Sorry there wasn't enough left, perhaps we can have dessert together soon."
summer,Toronto,m4w,I'm ugly... why did you seem attracted to me - m4w,"My friends tell me to fix my feet. My hair. My attire. My teeth.The list never ends...You still seemed attracted to me. WHY? What's wrong with you?-I'm not special. And if you like me then you are not special. So we will end up getting married, maybe kids, probably no house, and then you will divorce me for a guy who can give you better. I am ready for that. Just say when."
summer,Toronto,m4m,EVAN THE HOTTIE ON WESTJET 722 - m4m,"Evan, you are as gorgeous as you are funny.  I hope you're into dudes I'd love to meet up with you. I'm the Asian guy at the back of the plane."
summer,Toronto,w4m,Chuck - I don't - w4m,"It's been over fifteen years since I first laid eyes and you and I used to think that you were the singular purpose of my life - at one point - as the central pillar of exemplary standards and a voluntary role model for those who have striven to achieve the impossible.Chuck, life has come and gone for me, but we are forever set apart on opposite sides of a resonating bridge that threatens to be torn into shreds with every year that passes. We never dared to cross over to the other side because somewhere deep inside we both had faith in the ""normal"".I too have chosen... I've chosen to be your friend... and it will be in this normality that we can really find our purpose without external expectations. If it happens.... then, according to you, that's God making it happen - not you. You've lost her now, and very soon, you will lose me too. It's been a beautiful story but your absence has lingered on my mind for a while and I am sure that you will be the sweet, humble, arrogant, egomaniac that you've always been. You will not see this but I just want to put it here should one of your friends tip you off again - like the good ol' days.P.S.  - the next time we have an unexpected encounter, I will most likely be a mother. Perhaps another decade without you will allow me to appreciate the man you plan on becoming. xoxo"
summer,Toronto,w4w,vans event (Saturday) - w4w,"I know this is a total shot in the dark but you were one of the skaters and I actually came back and met all you guys and I took a picture with you, told me to come by Dunbat tomorrow but not sure if you were serious. I'd really love to get the chance to know you and you have been on my mind all day just don't remember you're name as it was unique but if I heard it I'd know it!"
summer,Toronto,m4w,outside grand electric tonight - m4w,"it was around 8, you were with a couple guy friends - if that was a boyfriend and i misread the situation, never mind :-).we made eye contact a few times, and i looked back as i walked away and caught your eye again.you were wearing what looked like a leopard print top."
summer,Toronto,m4w,M - m4w,I thought you were coming by tonight.  I want to see you soon.  So we can do that thing again... you know.....
summer,Toronto,w4m,Mark - w4m,"I cannot stop thinking of you. I try but it is difficult. Your bright eyes, big smile and facial hair drive me wild when I see you. Situation is difficult but I always look forward to Saturdays only because I get to see you :)"
summer,Toronto,m4w,I found her! - m4w,I am just here to brag to all of you that I found the girl I was looking for.  High five!  Connection not missed.  No one connects with me over a nice Pepe meme nearly as well as her.  The prettiest girl on Earth!  (also she smells like coconuts!)
summer,Toronto,w4m,You were with your daughter on the subway going Southbound - w4m,"You were with a young girl on the subway. She was wearing a blue jays cap and eating a burger and fries. You had a beard, kind eyes and dark hair. I was incredibly attracted to you and want to meet you. I was with a male who is a friend, I have short blonde hair."
summer,Toronto,w4m,Cute Arab/pakistani/Indian guy - w4m,Sorry I can't tell which you were..It was about 3pm on Friday June 19..I was on the Eastbound train..You were on the Westbound train..Both trains came to a halt for a few minutes at Chester station..You was reading your text msg..You were wearing a polo type shirt..What was the colour of the shirt?..I'd love to chat! If you like other races of women
summer,Toronto,m4w,A Blessing - m4w,"May love and laughter light your days,and warm your heart and home.May good and faithful friends be yours,wherever you may roam.May peace and plenty bless your worldwith joy that long endures.May all life's passing seasonsbring the best to you and yours!"
summer,Toronto,m4m,grey canada triathlon shirt - m4m,saw u on a streetcar on corner of spadina this afternoon around 3:30pm love to get to know u all i could think off was kissing you. lemme know what pants u were wearing
summer,Toronto,m4m,you asked me to give you a bj a few years ago - m4m,"dont know if you will ever see this but what the hell lol we were talking on the phone a few years ago and you asked me if i would give you a bj. you kinda took me by surprise i didnt know if you were joking or not and there were ppl around me so i didnt really know what to say but i wanted to say yes. ever since iv wanted to say something but i guess didnt have  the balls to lol well if by any chance you see this and still want that bj and many more msg me back or call or text me or just cum see me you know where to find meJ?"
